t,x,y,z,q0,q1,q2,q3
33.729,47.76467,53.45328,0,0,0,-0.9233,0.38407
33.829,47.2883,53.00027,0,0,0,-0.93369,0.35807
33.929,46.96188,52.70992,0,0,0,-0.93653,0.35057
34.029,46.44427,52.27737,0,0,0,-0.94323,0.33214
34.121,45.698,51.69022,0,0,0,-0.94724,0.32053
34.229,45.35287,51.4294,0,0,0,-0.94936,0.3142
34.329,44.65215,50.8447,0,0,0,-0.92743,0.37399
34.429,44.31161,50.5052,0,0,0,-0.91934,0.39347
34.522,43.62958,49.74448,0,0,0,-0.90591,0.42347
34.629,43.33804,49.39283,0,0,0,-0.9029,0.42986
34.729,42.70945,48.59939,0,0,0,-0.89529,0.44549
34.829,42.40276,48.17993,0,0,0,-0.88633,0.46305
34.923,41.82489,47.2465,0,0,0,-0.86561,0.50071
35.029,41.58468,46.81103,0,0,0,-0.8531,0.52174
35.129,41.08277,45.87799,0,0,0,-0.86554,0.50084
35.229,40.81622,45.40616,0,0,0,-0.86799,0.49659
35.329,40.38376,44.68603,0,0,0,-0.87911,0.47661
35.429,39.92103,44.00253,0,0,0,-0.89041,0.45516
35.529,39.39235,43.33438,0,0,0,-0.90981,0.41502
35.629,38.65237,42.52505,0,0,0,-0.92185,0.38755
35.729,38.05538,41.94268,0,0,0,-0.93183,0.3629
35.829,37.64631,41.56312,0,0,0,-0.93167,0.36331
35.929,37.0236,41.00065,0,0,0,-0.93599,0.35203
36.029,36.39972,40.43329,0,0,0,-0.92726,0.37441
36.129,35.80185,39.81573,0,0,0,-0.91215,0.40985
36.229,35.07723,38.92615,0,0,0,-0.89237,0.4513
36.329,34.74295,38.44992,0,0,0,-0.88157,0.47206
36.429,34.27145,37.7143,0,0,0,-0.86836,0.49594
36.529,33.83568,36.95007,0,0,0,-0.8641,0.50333
36.629,33.40788,36.15868,0,0,0,-0.85893,0.5121
36.729,32.97259,35.38701,0,0,0,-0.86899,0.49482
36.829,32.33862,34.36453,0,0,0,-0.88302,0.46934
36.929,31.98531,33.86571,0,0,0,-0.89287,0.45031
37.029,31.41861,33.13486,0,0,0,-0.90588,0.42354
37.129,30.58298,32.21254,0,0,0,-0.92611,0.37725
37.229,30.11489,31.7754,0,0,0,-0.93541,0.35356
37.329,29.39284,31.16079,0,0,0,-0.94696,0.32135
37.429,28.63164,30.58673,0,0,0,-0.95384,0.30031
37.529,27.82607,30.04439,0,0,0,-0.96096,0.2767
37.629,27.00175,29.54634,0,0,0,-0.96899,0.2471
37.729,26.15211,29.0995,0,0,0,-0.97334,0.22936
37.829,25.20459,28.66515,0,0,0,-0.98027,0.19766
37.929,24.13356,28.24674,0,0,0,-0.98594,0.1671
38.029,23.23363,27.96044,0,0,0,-0.99175,0.12821
38.129,22.52571,27.78181,0,0,0,-0.99404,0.10898
38.229,21.63069,27.59898,0,0,0,-0.9971,0.07614
38.329,20.718,27.47837,0,0,0,-0.9992,0.03991
38.419,19.65922,27.42302,0,0,0,1,0.00107
38.529,18.97473,27.43533,0,0,0,0.99955,0.03002
38.629,18.12127,27.50888,0,0,0,0.99781,0.06615
38.729,17.14891,27.67263,0,0,0,0.99389,0.11036
38.829,16.49928,27.83353,0,0,0,0.98927,0.14609
38.929,15.74362,28.0958,0,0,0,0.98092,0.1944
39.029,15.03287,28.41466,0,0,0,0.97031,0.24185
39.129,14.37582,28.78856,0,0,0,0.9604,0.27863
39.229,13.73415,29.2221,0,0,0,0.94722,0.32059
39.329,13.1396,29.70145,0,0,0,0.936,0.35199
39.429,12.50926,30.29032,0,0,0,0.91922,0.39374
39.529,12.07344,30.75446,0,0,0,0.91453,0.40452
39.629,11.5365,31.3725,0,0,0,0.90119,0.43343
39.729,11.04395,32.01066,0,0,0,0.89542,0.44523
39.829,10.57494,32.58033,0,0,0,0.91774,0.39718
39.929,10.04711,33.14727,0,0,0,0.92425,0.38178
40.029,9.46959,33.70104,0,0,0,0.93399,0.35729
40.129,8.87909,34.20807,0,0,0,0.94261,0.33389
40.229,8.23586,34.69142,0,0,0,0.95422,0.2991
40.329,7.55695,35.14083,0,0,0,0.96022,0.27926
40.429,6.85787,35.57117,0,0,0,0.96835,0.24959
40.529,6.11079,35.98434,0,0,0,0.97073,0.24016
40.629,5.37603,36.37242,0,0,0,0.96913,0.24654
40.729,4.63716,36.76095,0,0,0,0.96933,0.24576
